form,lemma,POS,morph
coma,coma,NOMcom,Case=Abl|Numb=Sing
uel,uel2,CONcoo,MORPH=empty
carpere,carpo,VER,Mood=Inf|Tense=Pres|Voice=Act
barbam,barba,NOMcom,Case=Acc|Numb=Sing
Aut,aut,CONcoo,MORPH=empty
ferro,ferrum,NOMcom,Case=Abl|Numb=Sing
signare,signo,VER,Mood=Inf|Tense=Pres|Voice=Act
cutem,cutis,NOMcom,Case=Acc|Numb=Sing
uel,uel2,CONcoo,MORPH=empty
stigmata,stigma,NOMcom,Case=Acc|Numb=Plur
membris,membrum,NOMcom,Case=Abl|Numb=Plur
Indere,indo,VER,Mood=Inf|Tense=Pres|Voice=Act
corporeis,corporeus,ADJqua,Case=Abl|Numb=Plur|Gend=Com|Deg=Pos
haut,haud,ADVneg,MORPH=empty
umquam,umquam,ADV,Deg=Pos
mitia,mitis,ADJqua,Case=Acc|Numb=Plur|Gend=Neut|Deg=Pos
membris,membrum,NOMcom,Case=Dat|Numb=Plur
Filia,filia,NOMcom,Case=Voc|Numb=Sing
blandiloquis,blandiloquus,ADJqua,Case=Acc|Numb=Plur|Gend=Com|Deg=Pos
ne,ne4,CONsub,MORPH=empty
sit,sum1,VER,Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3
te,tu,PROper,Case=Abl|Numb=Sing
mancipe,manceps,NOMcom,Case=Abl|Numb=Sing
moechis,moechus,NOMcom,Case=Abl|Numb=Plur
Aut,aut,CONcoo,MORPH=empty
turpi,turpis,ADJqua,Case=Abl|Numb=Sing|Gend=Com|Deg=Pos
transcripta,transcriptum,VER,Case=Nom|Numb=Sing|Gend=Fem|Mood=Par|Tense=Perf|Voice=Pass
toro,torus,NOMcom,Case=Abl|Numb=Sing
cantuque,cantus,NOMcom,Case=Abl|Numb=Sing
{cantuque},que,CON,MORPH=empty
medentes,medens,VER,Case=Acc|Numb=Plur
Euitate,euito,VER,Numb=Sing|Mood=Imp|Tense=Pres|Voice=Act
uiros,uir,NOMcom,Case=Acc|Numb=Plur
dignaque,dignus,ADJqua,Case=Voc|Numb=Plur|Gend=Fem|Deg=Pos
{dignaque},que,CON,MORPH=empty
accersite,arcesso,VER,Numb=Plur|Mood=Imp|Tense=Pres|Voice=Act|Person=2
noxa,noxa,NOMcom,Case=Abl|Numb=Sing
Si,si2,CONsub,MORPH=empty
iuuenis,iuuenis1,NOMcom,Case=Nom|Numb=Sing
uetulo,uetulus1,NOMcom,Case=Dat|Numb=Sing|Gend=MascNeut|Deg=Pos
non,non,ADVneg,MORPH=empty
adsurrexerit,assurgo,VER,Numb=Sing|Mood=Ind|Tense=FutAnt|Voice=Act|Person=3
et,et2,CONcoo,MORPH=empty
si,si2,CONsub,MORPH=empty
Barbato,barbatus2,ADJqua,Case=Dat|Numb=Sing|Gend=MascNeut
cuicumque,quicumque2,PROind,Case=Dat|Numb=Sing|Gend=Com
puer,puer,NOMcom,Case=Nom|Numb=Sing
quia,quia,CONsub,MORPH=empty
grandior,grandis,ADJqua,Case=Nom|Numb=Sing|Gend=MascFem|Deg=Comp
aeuo,aeuum,NOMcom,Case=Abl|Numb=Sing
Postulat,postulo,VER,Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
officium,officium,NOMcom,Case=Acc|Numb=Sing
paternis,paternus,ADJqua,Case=Dat|Numb=Plur|Gend=Com|Deg=Pos
quod,qui1,PROrel,Case=Nom|Numb=Sing|Gend=Neut
datur,do,VER,Numb=Sing|Mood=Ind|Tense=Pres|Voice=Pass|Person=3
annis,annus,NOMcom,Case=Abl|Numb=Plur
Sit,sum1,VER,Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3
modio,modius,NOMcom,Case=Dat|Numb=Sing
mensura,mensura,NOMcom,Case=Nom|Numb=Sing
tuo,tuus,PROpos,Case=Dat|Numb=Sing|Gend=MascNeut
non,non,ADVneg,MORPH=empty
debilis,debilis,ADJqua,Case=Nom|Numb=Sing|Gend=MascFem|Deg=Pos
umquam,umquam,ADV,Deg=Pos
Nec,nec2,CONcoo,MORPH=empty
trutinam,trutina,NOMcom,Case=Acc|Numb=Sing
serues,seruo,VER,Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=2
cui,qui1,PROrel,Case=Dat|Numb=Sing|Gend=Com
sit,sum1,VER,Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3
semuncia,semuncia,NOMcom,Case=Nom|Numb=Sing
fraudis,fraus,NOMcom,Case=Gen|Numb=Sing
Iustus,iustus,ADJqua,Case=Nom|Numb=Sing|Gend=Masc|Deg=Pos
iusta,iustus,ADJqua,Case=Acc|Numb=Sing|Gend=Fem|Deg=Pos
deus,deus,NOMcom,Case=Nom|Numb=Sing
quocumque,quocumque1,PROrel,Gend=MascNeut
exquirit,exquiro,VER,Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
in,in,PRE,MORPH=empty
actu,actus1,NOMcom,Case=Abl|Numb=Sing
Et,et2,CONcoo,MORPH=empty
qui,qui1,PROrel,Case=Nom|Numb=Plur|Gend=Masc
uentriloquos,uentriloquus,NOMcom,Case=Acc|Numb=Plur|Gend=Masc
poscunt,posco,VER,Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3
responsa,responsum,NOMcom,Case=Acc|Numb=Plur
refuta,refuto,VER,Case=Acc|Numb=Plur|Gend=Neut
Defunctum,defungor,VER,Case=Acc|Numb=Sing|Gend=MascNeut
propter,propter2,PRE,MORPH=empty
nullus,nullus,PROind,Case=Nom|Numb=Sing|Gend=Masc
deponere,depono,VER,Mood=Inf|Tense=Pres|Voice=Act
barbam,barba,NOMcom,Case=Acc|Numb=Sing
Aut,aut,CONcoo,MORPH=empty
nudare,nudo,VER,Mood=Inf|Tense=Pres|Voice=Act
caput,caput,NOMcom,Case=Acc|Numb=Sing
studeat,studeo,VER,Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3
frontemue,frons,NOMcom,Case=Acc|Numb=Sing
{frontemue},ue,CON,MORPH=empty
serenam,serenus,ADJqua,Case=Acc|Numb=Sing|Gend=Fem|Deg=Pos
Polluat,polluo,VER,Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3
aut,aut,CONcoo,MORPH=empty
quidquam,quisquam,PROind,Case=Nom|Numb=Sing|Gend=Neut
quo,quo1,ADVrel,Case=Abl|Numb=Sing|Gend=MascNeut
sit,sum1,VER,Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3
deformior,deformis,ADJqua,Case=Nom|Numb=Sing|Gend=MascFem|Deg=Comp
optet,opto,VER,Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3
Femina,femina,NOMcom,Case=Nom|Numb=Sing
noctiuagus,noctiuagus,ADJqua,Case=Nom|Numb=Sing|Gend=Masc
si,si2,CONsub,MORPH=empty
quam,quis2,PROind,Case=Acc|Numb=Sing|Gend=Fem
possedit,possideo,VER,Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3
adulter,adulter1,NOMcom,Case=Nom|Numb=Sing
Coniugio,coniugium,NOMcom,Case=Dat|Numb=Sing
est,sum1,VER,Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
indigna,indignus,ADJqua,Case=Nom|Numb=Sing|Gend=Fem|Deg=Pos
uiri,uir,NOMcom,Case=Gen|Numb=Sing
quem,qui1,PROrel,Case=Acc|Numb=Sing|Gend=Masc
postea,postea,ADV,Deg=Pos
sumat,sumo,VER,Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3
Et,et2,CONcoo,MORPH=empty
quae,qui1,PROrel,Case=Nom|Numb=Plur|Gend=Neut
de,de,PRE,MORPH=empty
sensu,sensus,NOMcom,Case=Abl|Numb=Sing
quo,qui1,PROrel,Case=Abl|Numb=Sing|Gend=MascNeut
sunt,sum1,VER,Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3
diuortia,diuortium,NOMcom,Case=Nom|Numb=Plur
missa,mitto,VER,Case=Nom|Numb=Plur|Gend=Fem|Mood=Par|Tense=Perf|Voice=Pass
est,sum1,VER,Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
Nesciat,nescio,VER,Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3
alterius,alter,PROind,Case=Gen|Numb=Sing|Gend=Com
thalamos,thalamus,NOMcom,Case=Acc|Numb=Plur
purusque,purus,ADJqua,Case=Nom|Numb=Sing|Gend=Masc|Deg=Pos
{purusque},que,CON,MORPH=empty
sacerdos,sacerdos,NOMcom,Case=Nom|Numb=Sing
Omnibus,omnis,PROind,Case=Abl|Numb=Plur|Gend=Com
in,in,PRE,MORPH=empty
rebus,res,NOMcom,Case=Abl|Numb=Plur
nitidum,nitidus,ADJqua,Case=Acc|Numb=Sing|Gend=Neut|Deg=Pos
praestabit,praesto1,VER,Numb=Sing|Mood=Ind|Tense=Fut|Voice=Act|Person=3
oliuum,oliuum,NOMcom,Case=Acc|Numb=Sing
Quo,qui2,ADVrel,Case=Abl|Numb=Sing|Gend=MascNeut
perfusa,perfundo2,VER,Case=Nom|Numb=Sing|Gend=Fem|Mood=Par|Tense=Perf|Voice=Pass
prius,prius,ADJadv.ord,Deg=Comp
sacrati,sacratus,ADJqua,Case=Gen|Numb=Sing|Gend=MascNeut|Deg=Pos
uerticis,uertex,NOMcom,Case=Gen|Numb=Sing
arx,arx,NOMcom,Case=Nom|Numb=Sing
est,sum1,VER,Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
Huic,hic1,PROdem,Case=Dat|Numb=Sing|Gend=Com
coniunx,coniux,NOMcom,Case=Nom|Numb=Sing
de,de,PRE,MORPH=empty
gente,gens,NOMcom,Case=Abl|Numb=Sing
sua,suus,PROpos.ref,Case=Abl|Numb=Sing|Gend=Fem
conpertaque,comperio,VER,Case=Nom|Numb=Sing|Gend=Fem|Mood=Par|Tense=Perf|Voice=Pass
{conpertaque},que,CON,MORPH=empty
soli,solum1,NOMcom,Case=Dat|Numb=Sing
Haereat,haereo,VER,Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3
et,et2,CONcoo,MORPH=empty
uiduam,uiduus,NOMcom,Case=Acc|Numb=Sing|Gend=Fem|Deg=Pos
uitet,uito,VER,Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3
luxuue,luxuus,ADJqua,Case=Abl|Numb=Sing
{luxuue},ue,CON,MORPH=empty
nocentem,nocens,ADJqua,Case=Acc|Numb=Sing|Gend=MascFem|Deg=Pos
Ne,ne4,CONsub,MORPH=empty
maculosa,maculosus,ADJqua,Case=Nom|Numb=Sing|Gend=Fem|Deg=Pos
fiat,fio,VER,Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3
uetita,ueto,VER,Case=Nom|Numb=Sing|Gend=Fem|Mood=Par|Tense=Perf|Voice=Pass
de,de,PRE,MORPH=empty
matre,mater,NOMcom,Case=Abl|Numb=Sing
propago,propago1,NOMcom,Case=Nom|Numb=Sing
Et,et2,CONcoo,MORPH=empty
si,si2,CONsub,MORPH=empty
quis,quis2,PROind,Case=Nom|Numb=Sing|Gend=MascFem
uitium,uitium,NOMcom,Case=Acc|Numb=Sing
quodcumque,quicumque1,PROrel,Case=Acc|Numb=Sing|Gend=Neut
in,in,PRE,MORPH=empty
corpore,corpus,NOMcom,Case=Abl|Numb=Sing
gestat,gesto,VER,Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
Ille,ille,PROdem,Case=Nom|Numb=Sing|Gend=Masc
haud,haud,ADVneg,MORPH=empty
dignus,dignus,ADJqua,Case=Nom|Numb=Sing|Gend=Masc|Deg=Pos
erit,sum1,VER,Numb=Sing|Mood=Ind|Tense=Fut|Voice=Act|Person=3
qui,qui1,PROrel,Case=Nom|Numb=Sing|Gend=Masc
munia,munia,NOMcom,Case=Acc|Numb=Plur
sancta,sanctus,ADJqua,Case=Acc|Numb=Plur|Gend=Neut|Deg=Pos
capessat,capesso,VER,Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3
Corpora,corpus,NOMcom,Case=Acc|Numb=Plur
pura,purus,ADJqua,Case=Acc|Numb=Plur|Gend=Neut|Deg=Pos
placent,placeo,VER,Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3
maculis,macula,NOMcom,Case=Abl|Numb=Plur
haut,haud,ADVneg,MORPH=empty
inlita,illino,VER,Case=Acc|Numb=Sing|Gend=Neut|Mood=Par|Tense=Perf|Voice=Pass
foedis,foedus2,ADJqua,Case=Abl|Numb=Plur|Gend=Com|Deg=Pos
Femineus,femineus,NOMpro,Case=Nom|Numb=Sing|Gend=Masc|Deg=Pos
quae,qui1,PROrel,Case=Acc|Numb=Sing|Gend=Neut
luxus,luxus1,NOMcom,Case=Nom|Numb=Sing
habet,habeo,VER,Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
cum,cum3,CONsub,MORPH=empty
uota,uotum,NOMcom,Case=Acc|Numb=Plur
sacrantur,sacro,VER,Numb=Plur|Mood=Ind|Tense=Pres|Voice=Pass|Person=3
Quae,qui1,PROrel,Case=Acc|Numb=Plur|Gend=Neut
captu,captus,NOMcom,Case=Abl|Numb=Sing
pro,pro1,PRE,MORPH=empty
quisque,quisque2,PROind,Case=Nom|Numb=Sing|Gend=MascFem
suo,suus,PROpos.ref,Case=Abl|Numb=Sing|Gend=MascNeut
deuouit,deuoueo,VER,Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3
ad,ad2,PRE,MORPH=empty
altar,altar,NOMcom,Case=Acc|Numb=Sing
Quin,quin1,ADV,Deg=Pos
et,et1,ADV,Deg=Pos
uela,uelum,NOMcom,Case=Acc|Numb=Plur
simul,simul1,ADV,Deg=Pos
nequaquam,nequaquam,ADVneg,MORPH=empty
iungere,iungo,VER,Mood=Inf|Tense=Pres|Voice=Act
fas,fas,NOMcom,Case=Ind
est,sum1,VER,Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
Nam,nam,CONcoo,MORPH=empty
maculis,macula,NOMcom,Case=Abl|Numb=Plur
sordent,sordeo,VER,Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3
purus,purus,ADJqua,Case=Nom|Numb=Sing|Gend=Masc|Deg=Pos
est,sum1,VER,Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
rector,rector,NOMcom,Case=Nom|Numb=Sing
in,in,PRE,MORPH=empty
altis,altus,ADJqua,Case=Abl|Numb=Plur|Gend=Com|Deg=Pos
Filia,filia,NOMcom,Case=Nom|Numb=Sing
sanctifici,sanctificus,ADJqua,Case=Gen|Numb=Sing
fuerit,sum1,VER,Numb=Sing|Mood=Sub|Tense=Perf|Voice=Act|Person=3
si,si2,CONsub,MORPH=empty
tradita,trado,VER,Case=Acc|Numb=Sing|Gend=Neut|Mood=Par|Tense=Perf|Voice=Pass
uatis,uates,NOMcom,Case=Gen|Numb=Sing
Externi,externus,ADJqua,Case=Gen|Numb=Sing|Gend=MascNeut|Deg=Pos
sub,sub,PRE,MORPH=empty
iura,ius1,NOMcom,Case=Acc|Numb=Plur
uiri,uir,NOMcom,Case=Gen|Numb=Sing
libamina,libamen,NOMcom,Case=Acc|Numb=Plur
prima,primus,ADJord,Case=Acc|Numb=Plur|Gend=Neut|Deg=Sup
Nequaquam,nequaquam,ADVneg,MORPH=empty
contingat,contingo1,VER,Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3
edens,edo1,VER,Case=Nom|Numb=Sing|Gend=Com|Mood=Par|Tense=Pres|Voice=Act
si,si2,CONsub,MORPH=empty
coniuge,coniux,NOMcom,Case=Abl|Numb=Sing
functo,fungor,VER,Case=Abl|Numb=Sing|Gend=MascNeut|Mood=Par|Tense=Perf|Voice=Dep
Aedibus,aedes,NOMcom,Case=Abl|Numb=Plur
in,in,PRE,MORPH=empty
patriis,patrius,ADJqua,Case=Abl|Numb=Plur|Gend=Com|Deg=Pos
coepit,coepio,VER,Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3
consistere,consisto,VER,Mood=Inf|Tense=Pres|Voice=Act
sumat,sumo,VER,Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3
Quem,qui1,PROrel,Case=Acc|Numb=Sing|Gend=Masc
genitor,genitor,NOMcom,Case=Nom|Numb=Sing
secura,securus,ADJqua,Case=Acc|Numb=Sing|Gend=Fem|Deg=Pos
cibum,cibus,NOMcom,Case=Acc|Numb=Sing
panemque,panis,NOMcom,Case=Acc|Numb=Sing
{panemque},que,CON,MORPH=empty
uicissim,uicissim,ADV,Deg=Pos
Quod,quod1,CONcoo,MORPH=empty
si,si2,CONsub,MORPH=empty
sancta,sanctus,ADJqua,Case=Abl|Numb=Sing|Gend=Fem|Deg=Pos
manu,manus1,NOMcom,Case=Abl|Numb=Sing
quicumque,quicumque1,PROrel,Case=Nom|Numb=Sing|Gend=Masc
admouerit,admoueo,VER,Numb=Sing|Mood=Ind|Tense=FutAnt|Voice=Act|Person=3
ori,os1,NOMcom,Case=Dat|Numb=Sing
Nescius,nescius,ADJqua,Case=Nom|Numb=Sing|Gend=Masc|Deg=Pos
ob,ob,PRE,MORPH=empty
culpam,culpa,NOMcom,Case=Acc|Numb=Sing
quintas,quintus,ADJord,Case=Acc|Numb=Plur|Gend=Fem|Deg=Pos
deportet,deporto,VER,Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3
ad,ad2,PRE,MORPH=empty
altar,altar,NOMcom,Case=Acc|Numb=Sing
Pendeat,pendeo,VER,Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3
ante,ante2,PRE,MORPH=empty
tholum,tholus,NOMcom,Case=Acc|Numb=Sing
lychnus,lychnus,NOMcom,Case=Nom|Numb=Sing
laquearibus,laquear,VER,Case=Abl|Numb=Plur
altis,altus,ADJqua,Case=Abl|Numb=Plur|Gend=Com|Deg=Pos
Noctibus,nox,NOMcom,Case=Abl|Numb=Plur
ut,ut4,CONsub,MORPH=empty
praestet,praesto1,VER,Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3
flammatum,flammo,VER,Case=Acc|Numb=Sing|Gend=Neut|Mood=Par|Tense=Perf|Voice=Pass
lumen,lumen,NOMcom,Case=Acc|Numb=Sing
oliuum,oliuum,NOMcom,Case=Acc|Numb=Sing
Ne,ne4,CONsub,MORPH=empty
decursa,decurro,VER,Case=Nom|Numb=Sing|Gend=Fem|Mood=Par|Tense=Perf|Voice=Pass
dies,dies,NOMcom,Case=Nom|Numb=Sing
pallentes,pallens,ADJqua,Case=Acc|Numb=Plur|Gend=MascFem|Deg=Pos
misceat,misceo,VER,Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3
umbras,umbra,NOMcom,Case=Acc|Numb=Plur
Aedibus,aedes,NOMcom,Case=Abl|Numb=Plur
in,in,PRE,MORPH=empty
domini,dominus,NOMcom,Case=Gen|Numb=Sing
sanctaque,sanctus,ADJqua,Case=Acc|Numb=Plur|Gend=Neut|Deg=Pos
{sanctaque},que,CON,MORPH=empty
altaria,altar,NOMcom,Case=Acc|Numb=Plur
condat,condo,VER,Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3
Haec,hic1,PROdem,Case=Nom|Numb=Plur|Gend=Neut
inter,inter,PRE,MORPH=empty
calido,calidus,ADJqua,Case=Abl|Numb=Sing|Gend=MascNeut|Deg=Pos
iuuenes,iuuenis1,NOMcom,Case=Nom|Numb=Plur
duo,duo,ADJcar,Case=Nom|Numb=Plur|Gend=MascNeut
felle,fel,NOMcom,Case=Abl|Numb=Sing
mouentur,moueo,VER,Numb=Plur|Mood=Ind|Tense=Pres|Voice=Pass|Person=3
Hic,hic1,PROdem,Gend=Masc
Hebraeus,Hebraeus,ADJqua,Case=Nom|Numb=Sing|Gend=Masc|Deg=Pos
erat,sum1,VER,Numb=Sing|Mood=Ind|Tense=Impa|Voice=Act|Person=3
alius,alius,PROind,Case=Nom|Numb=Sing|Gend=Masc
generatus,genero,VER,Case=Nom|Numb=Sing|Gend=Masc|Mood=Par|Tense=Perf|Voice=Pass
Aegypto,Aegyptus,NOMpro,Case=Abl|Numb=Sing
Dumque,dum,CONsub,MORPH=empty
{Dumque},que,CON,MORPH=empty
alterna,alternus,ADJqua,Case=Acc|Numb=Plur|Gend=Neut|Deg=Pos
sibi,sui1,PROref,Case=Dat|Numb=Sing
dicunt,dico2,VER,Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3
maledicta,maledictum,NOMcom,Case=Acc|Numb=Plur
frementes,fremo,VER,Case=Nom|Numb=Plur|Gend=MascFem|Mood=Par|Tense=Pres|Voice=Act
Inmensum,immensus,ADJqua,Case=Acc|Numb=Sing|Gend=MascNeut|Deg=Pos
domini,dominus,NOMcom,Case=Gen|Numb=Sing
nomen,nomen,NOMcom,Case=Acc|Numb=Sing
fuscare,fusco,VER,MORPH=empty
querella,querela,NOMcom,Case=Abl|Numb=Sing
Non,non,ADVneg,MORPH=empty
timuit,timeo,VER,Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3
Iudaeus,Iudaeus,NOMpro,Case=Nom|Numb=Sing
iners,iners,ADJqua,Case=Nom|Numb=Sing|Gend=Com|Deg=Pos
dum,dum2,CONsub,MORPH=empty
ducitur,duco,VER,Numb=Sing|Mood=Ind|Tense=Pres|Voice=Pass|Person=3
ira,ira,NOMcom,Case=Abl|Numb=Sing
Quod,qui1,CONsub,Case=Acc|Numb=Sing|Gend=Neut
facinus,facinus,NOMcom,Case=Nom|Numb=Sing
propter,propter2,PRE,MORPH=empty
castrorum,castra2,NOMcom,Case=Gen|Numb=Plur
ex,ex,PRE,MORPH=empty
aggere,agger,NOMcom,Case=Abl|Numb=Sing
tractus,traho,VER,Case=Nom|Numb=Sing|Gend=Masc|Mood=Par|Tense=Perf|Voice=Pass
Et,et2,CONcoo,MORPH=empty
positus,pono,VER,Case=Nom|Numb=Sing|Gend=Masc|Mood=Par|Tense=Perf|Voice=Pass
campi,campus1,NOMcom,Case=Gen|Numb=Sing
medio,medius,ADJqua,Case=Abl|Numb=Sing|Gend=MascNeut|Deg=Pos
mandante,mando2,VER,Case=Abl|Numb=Sing|Gend=Com|Mood=Par|Tense=Pres|Voice=Act
loquella,loquela,NOMcom,Case=Abl|Numb=Sing
Sublimis,sublimis,ADJqua,Case=Nom|Numb=Sing|Gend=Com|Deg=Pos
domini,dominus,NOMcom,Case=Gen|Numb=Sing
saxorum,saxum,NOMcom,Case=Gen|Numb=Plur
concidit,concido1,VER,Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
ictu,ictus,NOMcom,Case=Abl|Numb=Sing
Percurrit,percurro,VER,Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
pia,pius,ADJqua,Case=Acc|Numb=Plur|Gend=Neut|Deg=Pos
iura,ius1,NOMcom,Case=Acc|Numb=Plur
deus,deus,NOMcom,Case=Nom|Numb=Sing
atque,atque1,CONcoo,MORPH=empty
omnia,omnis,PROind,Case=Acc|Numb=Plur|Gend=Neut
pandit,pando2,VER,Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
Indigus,indigus,ADJqua,Case=Nom|Numb=Sing|Gend=Masc|Deg=Pos
alterius,alter,PROind,Case=Gen|Numb=Sing|Gend=Com
quotiens,quotiens1,ADVrel,MORPH=empty
uult,uolo3,VER,Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
sumere,sumo,VER,Mood=Inf|Tense=Pres|Voice=Act
nummos,numus,NOMcom,Case=Acc|Numb=Plur
Pignore,pignus,NOMcom,Case=Abl|Numb=Sing
deposito,depono,VER,Case=Abl|Numb=Sing|Gend=MascNeut|Mood=Par|Tense=Perf|Voice=Pass
si,si2,CONsub,MORPH=empty
rus,rus,NOMcom,Case=Acc|Numb=Sing
addixerit,addico2,VER,Numb=Sing|Mood=Sub|Tense=Perf|Voice=Act|Person=3
illi,ille,PROdem,Case=Dat|Numb=Sing|Gend=Masc
Cuius,qui1,PROrel,Case=Gen|Numb=Sing|Gend=Com
poscit,posco,VER,Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
opem,ops,NOMcom,Case=Acc|Numb=Sing
reddat,reddo,VER,Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3
sibi,sui1,PROref,Case=Dat|Numb=Sing
credita,credo,VER,Case=Nom|Numb=Sing|Gend=Fem|Mood=Par|Tense=Perf|Voice=Pass
promptim,promptim,ADV,Deg=Pos
Cum,cum3,CONsub,MORPH=empty
fuerit,sum1,VER,Numb=Sing|Mood=Ind|Tense=FutAnt|Voice=Act|Person=3
ditata,dito,VER,Case=Nom|Numb=Sing|Gend=Fem
manus,manus1,NOMcom,Case=Nom|Numb=Sing
atque,atque1,CONcoo,MORPH=empty
illa,ille,PROdem,Case=Nom|Numb=Sing|Gend=Fem
receptet,recepto,VER,Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3
Quae,qui1,PROrel,Case=Nom|Numb=Plur|Gend=Neut
fuerant,sum1,VER,Numb=Plur|Mood=Ind|Tense=Pqp|Voice=Act|Person=3
transcripta,transcribo,VER,Case=Nom|Numb=Plur|Gend=Neut|Mood=Par|Tense=Perf|Voice=Pass
prius,prius,ADJadv.ord,Deg=Comp
in,in,PRE,MORPH=empty
perpete,perpetior,NOMcom,Case=Abl|Numb=Sing
uita,uita,NOMcom,Case=Abl|Numb=Sing
Indigus,indigus,ADJqua,Case=Nom|Numb=Sing|Gend=Masc|Deg=Pos
extiterit,exsisto,VER,Numb=Sing|Mood=Sub|Tense=Perf|Voice=Act|Person=3
illo,ille,PROdem,Case=Abl|Numb=Sing|Gend=MascNeut
fit,fio,VER,Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
liber,liber2,ADJqua,Case=Nom|Numb=Sing|Gend=Masc|Deg=Pos
in,in,PRE,MORPH=empty
anno,annus,NOMcom,Case=Abl|Numb=Sing
Quo,qui1,PROrel,Case=Abl|Gend=MascNeut
cunctis,cunctus,ADJqua,Case=Abl|Numb=Plur|Gend=Com|Deg=Pos
est,sum1,VER,Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
missa,mitto,VER,Case=Nom|Numb=Sing|Gend=Fem|Mood=Par|Tense=Perf|Voice=Pass
quies,quies,NOMcom,Case=Nom|Numb=Sing
et,et2,CONcoo,MORPH=empty
dulce,dulcis,ADJqua,Case=Nom|Numb=Sing|Gend=Neut|Deg=Pos
leuamen,leuamen,NOMcom,Case=Nom|Numb=Sing
Quod,quod1,CONcoo,MORPH=empty
si,si2,CONsub,MORPH=empty
forte,forte,ADV,Deg=Pos
domum,domus,NOMcom,Case=Acc|Numb=Sing
media,medius,ADJqua,Case=Abl|Numb=Sing|Gend=Fem|Deg=Pos
quis,quis2,PROind,Case=Nom|Numb=Sing|Gend=MascFem
mancipet,mancipo,VER,Numb=Sing|Mood=Ind|Tense=Fut|Voice=Act|Person=3
urbe,urbs,NOMcom,Case=Abl|Numb=Sing
Restituat,restituo,VER,Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3
hic,hic1,PROdem,Case=Nom|Numb=Sing
aera,aes,NOMcom,Case=Acc|Numb=Sing
sibi,sui1,PROref,Case=Dat|Numb=Sing
commissa,committo,VER,Case=Acc|Numb=Sing|Gend=Neut|Mood=Par|Tense=Perf|Voice=Pass
per,per,PRE,MORPH=empty
annum,annus,NOMcom,Case=Acc|Numb=Sing
Ne,ne4,CONsub,MORPH=empty
post,post1,ADV,MORPH=empty
